@RELATION training_keyboard

    @ATTRIBUTE pacman_positionX NUMERIC
    @ATTRIBUTE pacman_positionY NUMERIC
    @ATTRIBUTE width_map NUMERIC
    @ATTRIBUTE height_map NUMERIC
    @ATTRIBUTE legal_North {0, 1}
    @ATTRIBUTE legal_South {0, 1}
    @ATTRIBUTE legal_East {0, 1}
    @ATTRIBUTE legal_West {0, 1}
    @ATTRIBUTE legal_Stop {0, 1}
    @ATTRIBUTE pacman_direction {North, South, East, West, Stop}
    @ATTRIBUTE n_ghosts NUMERIC
    @ATTRIBUTE living_ghosts NUMERIC
    @ATTRIBUTE ghost1_positionX NUMERIC
    @ATTRIBUTE ghost1_positionY NUMERIC
    @ATTRIBUTE ghost2_positionX NUMERIC
    @ATTRIBUTE ghost2_positionY NUMERIC
    @ATTRIBUTE ghost3_positionX NUMERIC
    @ATTRIBUTE ghost3_positionY NUMERIC
    @ATTRIBUTE ghost4_positionX NUMERIC
    @ATTRIBUTE ghost4_positionY NUMERIC
    @ATTRIBUTE ghost1_direction {North, South, East, West, Stop, None}
    @ATTRIBUTE ghost2_direction {North, South, East, West, Stop, None}
    @ATTRIBUTE ghost3_direction {North, South, East, West, Stop, None}
    @ATTRIBUTE ghost4_direction {North, South, East, West, Stop, None}
    @ATTRIBUTE ghost1_distance NUMERIC
    @ATTRIBUTE ghost2_distance NUMERIC
    @ATTRIBUTE ghost3_distance NUMERIC
    @ATTRIBUTE ghost4_distance NUMERIC
    @ATTRIBUTE n_food NUMERIC
    @ATTRIBUTE closest_foo NUMERIC
    @ATTRIBUTE next_step {North, South, East, West, Stop}
    @ATTRIBUTE score NUMERIC
    @ATTRIBUTE score1 NUMERIC
    @ATTRIBUTE score2 NUMERIC
    @ATTRIBUTE score3 NUMERIC


    @data
7, 5, 20, 9, 0, 0, 1, 1, 1, East, 4, 3, 1, 2, 10, 5, 9, 6, 16, 5, North, West, West, East, 9, 3, 3, 10, 55, 2, East, 1484, 1483, 1482, 1481
8, 5, 20, 9, 0, 0, 1, 1, 1, East, 4, 3, 1, 1, 10, 5, 10, 6, 17, 5, South, West, East, West, -1, 2, 3, 8, 55, 2, East, 1483, 1482, 1481, 1780
9, 5, 20, 9, 1, 1, 1, 1, 1, East, 4, 3, 1, 1, 10, 6, 9, 6, 16, 5, South, North, West, South, -1, 2, 1, 8, 55, 1, East, 1482, 1481, 1780, 1879
10, 5, 20, 9, 1, 0, 1, 1, 1, East, 4, 3, 1, 2, 9, 6, 10, 6, 16, 4, North, West, East, North, 12, 2, 1, 6, 55, 1, North, 1481, 1780, 1879, 1978
10, 6, 20, 9, 1, 1, 0, 1, 1, North, 4, 2, 1, 3, 9, 5, 4, 1, 16, 5, North, South, West, East, 12, 2, -1, 8, 54, 1, North, 1780, 1879, 1978, 2077
10, 7, 20, 9, 0, 1, 1, 1, 1, North, 4, 2, 1, 2, 10, 5, 3, 1, 17, 5, South, East, West, East, 14, 2, -1, 10, 53, 1, East, 1879, 1978, 2077, 2276
11, 7, 20, 9, 0, 0, 1, 1, 1, East, 4, 2, 1, 1, 10, 6, 3, 1, 18, 5, South, North, West, North, -1, 2, -1, 8, 52, 1, East, 1978, 2077, 2276, 2275
12, 7, 20, 9, 0, 0, 1, 1, 1, East, 4, 2, 1, 1, 10, 7, 3, 2, 18, 6, South, North, North, South, -1, 2, 14, 8, 51, 1, West, 2077, 2276, 2275, 2274
11, 7, 20, 9, 0, 0, 1, 1, 1, West, 4, 1, 1, 1, 3, 1, 3, 2, 18, 5, South, Stop, North, West, -1, -1, 13, 8, 51, 2, West, 2276, 2275, 2274, 2273
10, 7, 20, 9, 0, 1, 1, 1, 1, West, 4, 1, 1, 1, 4, 1, 3, 3, 17, 5, South, East, North, West, -1, -1, 11, 8, 51, 1, East, 2275, 2274, 2273, 2372
11, 7, 20, 9, 0, 0, 1, 1, 1, East, 4, 1, 1, 2, 3, 1, 3, 2, 16, 5, North, West, South, West, 15, -1, 13, 6, 51, 2, East, 2274, 2273, 2372, 2471
12, 7, 20, 9, 0, 0, 1, 1, 1, East, 4, 1, 1, 2, 3, 2, 3, 1, 15, 5, North, North, South, West, 16, 14, -1, 5, 51, 1, East, 2273, 2372, 2471, 2570
13, 7, 20, 9, 0, 1, 0, 1, 1, East, 4, 1, 1, 3, 3, 2, 3, 1, 15, 5, North, North, South, East, 16, 15, -1, 5, 50, 1, South, 2372, 2471, 2570, 2669
13, 6, 20, 9, 1, 1, 0, 0, 1, South, 4, 1, 1, 4, 3, 3, 3, 1, 16, 5, North, North, South, West, 14, 13, -1, 3, 49, 1, South, 2471, 2570, 2669, 2768
14, 3, 28, 29, 0, 0, 1, 1, 1, Stop, 4, 4, 10, 15, 13, 15, 14, 15, 17, 15, None, None, None, None, 16, 13, 12, 15, 0, -1, Stop, 0, -1, -2, -3
14, 3, 28, 29, 0, 0, 1, 1, 1, Stop, 4, 4, 10, 15, 12, 15, 13, 15, 17, 15, Stop, West, West, Stop, 16, 14, 13, 15, 0, -1, Stop, -1, -2, -3, -4
14, 3, 28, 29, 0, 0, 1, 1, 1, Stop, 4, 4, 10, 15, 12, 15, 14, 15, 17, 15, Stop, West, East, West, 16, 14, 12, 14, 0, -1, Stop, -2, -3, -4, -5
14, 3, 28, 29, 0, 0, 1, 1, 1, Stop, 4, 4, 10, 15, 13, 15, 15, 15, 16, 15, Stop, East, East, East, 16, 13, 13, 15, 0, -1, Stop, -3, -4, -5, -6
14, 3, 28, 29, 0, 0, 1, 1, 1, Stop, 4, 4, 10, 15, 12, 15, 16, 15, 17, 15, Stop, West, East, West, 16, 14, 14, 14, 0, -1, East, -4, -5, -6, -7
15, 3, 28, 29, 1, 0, 1, 1, 1, East, 4, 4, 10, 15, 11, 15, 15, 15, 16, 15, Stop, West, West, West, 17, 16, 12, 13, 0, -1, North, -5, -6, -7, -8
15, 4, 28, 29, 1, 1, 0, 0, 1, North, 4, 4, 10, 15, 10, 15, 15, 15, 16, 15, Stop, West, West, East, 16, 16, 11, 13, 0, -1, North, -6, -7, -8, -9
15, 5, 28, 29, 0, 1, 1, 0, 1, North, 4, 4, 11, 15, 11, 15, 16, 15, 17, 15, East, East, East, West, 14, 14, 11, 11, 0, -1, East, -7, -8, -9, -10
16, 5, 28, 29, 0, 0, 1, 1, 1, East, 4, 4, 11, 15, 11, 15, 15, 15, 16, 15, East, East, West, West, 15, 15, 11, 10, 0, -1, East, -8, -9, -10, -11
17, 5, 28, 29, 0, 0, 1, 1, 1, East, 4, 4, 12, 15, 12, 15, 14, 15, 16, 15, East, East, West, West, 15, 15, 13, 12, 0, -1, East, -9, -10, -11, -12
18, 5, 28, 29, 1, 0, 0, 1, 1, East, 4, 4, 11, 15, 13, 15, 14, 16, 15, 15, West, East, North, West, 17, 15, 15, 14, 0, -1, North, -10, -11, -12, -13
18, 6, 28, 29, 1, 1, 0, 0, 1, North, 4, 4, 12, 15, 13, 15, 14, 17, 14, 15, East, East, North, East, 15, 14, 15, 12, 0, -1, North, -11, -12, -13, -14
18, 7, 28, 29, 1, 1, 0, 0, 1, North, 4, 4, 12, 15, 14, 15, 14, 16, 15, 15, East, East, South, East, 14, 12, 13, 11, 0, -1, North, -12, -13, -14, -15
18, 8, 28, 29, 0, 1, 1, 1, 1, North, 4, 4, 13, 15, 14, 15, 13, 16, 15, 15, East, East, West, East, 12, 11, 13, 9, 0, -1, East, -13, -14, -15, -16
19, 8, 28, 29, 0, 0, 1, 1, 1, East, 4, 4, 12, 15, 13, 15, 13, 17, 16, 15, West, West, North, East, 14, 13, 15, 9, 0, -1, East, -14, -15, -16, -17
20, 8, 28, 29, 0, 0, 1, 1, 1, East, 4, 4, 12, 15, 13, 16, 13, 16, 17, 15, West, North, South, East, 15, 15, 15, 10, 0, -1, East, -15, -16, -17, -18
21, 8, 28, 29, 1, 1, 0, 1, 1, East, 4, 4, 12, 15, 14, 16, 13, 17, 17, 15, West, East, North, West, 16, 15, 17, 12, 0, -1, North, -16, -17, -18, -19
21, 9, 28, 29, 1, 1, 0, 0, 1, North, 4, 4, 11, 15, 14, 16, 13, 17, 16, 15, West, East, North, East, 16, 14, 16, 10, 0, -1, North, -17, -18, -19, -20
21, 10, 28, 29, 1, 1, 0, 0, 1, North, 4, 4, 10, 15, 14, 16, 14, 17, 17, 15, West, East, East, East, 16, 13, 14, 9, 0, -1, North, -18, -19, -20, -21
21, 11, 28, 29, 1, 1, 1, 1, 1, North, 4, 4, 11, 15, 14, 16, 14, 16, 17, 15, East, East, South, West, 14, 12, 12, 9, 0, -1, North, -19, -20, -21, -22
21, 12, 28, 29, 1, 1, 0, 0, 1, North, 4, 4, 11, 15, 14, 16, 14, 15, 16, 15, East, East, South, East, 13, 11, 10, 7, 0, -1, North, -20, -21, -22, -23
21, 13, 28, 29, 1, 1, 0, 0, 1, North, 4, 4, 10, 15, 13, 16, 14, 15, 17, 15, West, West, South, West, 13, 11, 9, 7, 0, -1, North, -21, -22, -23, -24
21, 14, 28, 29, 1, 1, 0, 0, 1, North, 4, 4, 10, 15, 13, 17, 14, 15, 16, 15, West, North, South, West, 12, 11, 8, 7, 0, -1, North, -22, -23, -24, -25
21, 15, 28, 29, 1, 1, 1, 1, 1, North, 4, 4, 10, 15, 14, 17, 14, 15, 15, 15, West, East, South, East, 11, 9, 7, 5, 0, -1, West, -23, -24, -25, -26
20, 15, 28, 29, 0, 0, 1, 1, 1, West, 4, 4, 10, 15, 14, 17, 14, 15, 16, 15, West, East, South, East, 10, 8, 6, 4, 0, -1, West, -24, -25, -26, -27
19, 15, 28, 29, 1, 1, 1, 0, 1, West, 4, 4, 10, 15, 13, 17, 14, 15, 16, 15, West, West, South, East, 9, 8, 5, 3, 0, -1, North, -25, -26, -27, -28
19, 16, 28, 29, 1, 1, 0, 0, 1, North, 4, 4, 11, 15, 13, 17, 14, 16, 16, 15, East, West, North, East, 9, 7, 5, 4, 0, -1, North, -26, -27, -28, -29
19, 17, 28, 29, 0, 1, 0, 1, 1, North, 4, 4, 11, 15, 12, 17, 14, 15, 16, 15, East, West, South, East, 10, 7, 7, 5, 0, -1, West, -27, -28, -29, -30
18, 17, 28, 29, 0, 0, 1, 1, 1, West, 4, 4, 10, 15, 12, 18, 14, 15, 16, 15, West, North, South, West, 10, 7, 6, 5, 0, -1, West, -28, -29, -30, -31
17, 17, 28, 29, 0, 0, 1, 1, 1, West, 4, 4, 10, 15, 12, 19, 14, 16, 15, 15, West, North, North, West, 9, 7, 4, 4, 0, -1, West, -29, -30, -31, 168
16, 17, 28, 29, 0, 0, 1, 1, 1, West, 4, 4, 11, 15, 12, 20, 14, 16, 15, 15, East, North, North, East, 7, 7, 3, 2, 0, -1, West, -30, -31, 168, 167
15, 17, 28, 29, 1, 0, 1, 1, 1, West, 4, 4, 11, 15, 12, 19, 14, 17, 16, 15, East, South, North, East, 6, 5, 1, 3, 0, -1, West, -31, 168, 167, 166
14, 17, 28, 29, 0, 1, 1, 1, 1, West, 4, 3, 11, 15, 12, 19, 5, 1, 16, 15, East, South, Stop, East, 5, 4, -1, 5, 0, -1, South, 168, 167, 166, 365
14, 16, 28, 29, 1, 1, 0, 1, 1, South, 4, 3, 12, 15, 12, 18, 5, 1, 17, 15, East, South, Stop, East, 3, 4, -1, 4, 0, -1, South, 167, 166, 365, 364
14, 15, 28, 29, 1, 0, 1, 1, 1, South, 4, 3, 13, 15, 12, 17, 5, 1, 17, 15, East, South, Stop, West, 1, 4, -1, 2, 0, -1, East, 166, 365, 364, 363
15, 15, 28, 29, 0, 0, 1, 1, 1, East, 4, 2, 13, 15, 13, 17, 5, 1, 16, 15, East, East, Stop, Stop, 2, 4, -1, -1, 0, -1, East, 365, 364, 363, 562
8, 1, 19, 7, 1, 0, 1, 1, 1, Stop, 4, 4, 1, 1, 1, 5, 10, 5, 17, 1, None, None, None, None, -1, 11, 6, -1, 22, 3, Stop, 0, -1, -2, -3
8, 1, 19, 7, 1, 0, 1, 1, 1, Stop, 4, 4, 1, 1, 1, 5, 10, 5, 17, 1, Stop, Stop, Stop, Stop, -1, 11, 6, -1, 22, 3, Stop, -1, -2, -3, -4
8, 1, 19, 7, 1, 0, 1, 1, 1, Stop, 4, 4, 1, 1, 2, 5, 9, 5, 17, 1, Stop, East, West, North, -1, 10, 5, 10, 22, 3, West, -2, -3, -4, 95
7, 1, 19, 7, 1, 0, 1, 1, 1, West, 4, 4, 2, 1, 3, 5, 8, 5, 17, 2, East, East, West, North, -1, 8, 5, 12, 22, 2, West, -3, -4, 95, 194
6, 1, 19, 7, 0, 0, 1, 1, 1, West, 4, 4, 2, 1, 3, 4, 7, 5, 17, 3, East, South, West, North, -1, 6, 5, 13, 22, 1, West, -4, 95, 194, 293
5, 1, 19, 7, 1, 0, 1, 1, 1, West, 4, 4, 1, 1, 3, 5, 6, 5, 17, 3, West, North, West, North, -1, 6, 5, 15, 21, 1, West, 95, 194, 293, 392
4, 1, 19, 7, 0, 0, 1, 1, 1, West, 4, 4, 1, 2, 3, 4, 5, 5, 17, 4, North, South, West, North, 4, 4, 5, 16, 20, 1, West, 194, 293, 392, 591
3, 1, 19, 7, 0, 0, 1, 1, 1, West, 4, 4, 1, 3, 3, 3, 5, 5, 17, 4, North, South, West, South, 4, 2, 6, 16, 19, 1, West, 293, 392, 591, 690
2, 1, 19, 7, 0, 0, 1, 1, 1, West, 4, 4, 1, 2, 3, 4, 4, 5, 17, 3, South, North, West, South, 2, 4, 6, 17, 18, 2, West, 392, 591, 690, 789
1, 1, 19, 7, 1, 0, 1, 0, 1, West, 4, 3, 1, 1, 3, 5, 4, 5, 17, 3, Stop, North, West, South, -1, 6, 7, 18, 18, 1, North, 591, 690, 789, 888
1, 2, 19, 7, 1, 1, 0, 0, 1, North, 4, 3, 1, 1, 2, 5, 5, 5, 17, 3, Stop, West, East, South, -1, 4, 7, 17, 17, 1, North, 690, 789, 888, 887
1, 3, 19, 7, 1, 1, 0, 0, 1, North, 4, 3, 1, 1, 1, 5, 5, 4, 17, 3, Stop, West, South, South, -1, 2, 5, 17, 16, 1, North, 789, 888, 887, 1186
1, 4, 19, 7, 1, 1, 0, 0, 1, North, 4, 3, 1, 1, 2, 5, 5, 3, 17, 2, Stop, East, South, South, -1, 2, 5, 18, 15, 2, North, 888, 887, 1186, 1185
1, 5, 19, 7, 0, 1, 1, 0, 1, North, 4, 3, 2, 1, 2, 5, 5, 2, 17, 2, East, East, South, North, -1, 1, 7, 18, 15, 1, East, 887, 1186, 1185, 1184
2, 5, 19, 7, 0, 0, 1, 1, 1, East, 4, 2, 2, 1, 3, 1, 5, 3, 17, 3, East, Stop, North, North, -1, -1, 5, 16, 14, 6, East, 1186, 1185, 1184, 1183
3, 5, 19, 7, 0, 1, 1, 1, 1, East, 4, 2, 3, 1, 4, 1, 5, 2, 17, 4, East, East, South, South, -1, -1, 5, 16, 14, 5, East, 1185, 1184, 1183, 1182
4, 5, 19, 7, 0, 0, 1, 1, 1, East, 4, 2, 2, 1, 4, 1, 5, 2, 17, 3, West, East, South, South, -1, -1, 4, 16, 14, 4, East, 1184, 1183, 1182, 1381
5, 5, 19, 7, 0, 1, 1, 1, 1, East, 4, 2, 1, 1, 3, 1, 5, 3, 17, 2, West, West, North, North, -1, -1, 2, 14, 14, 3, South, 1183, 1182, 1381, 1480
5, 4, 19, 7, 1, 1, 0, 0, 1, South, 4, 2, 1, 2, 3, 1, 5, 2, 17, 3, North, West, South, North, 6, -1, 2, 13, 14, 2, South, 1182, 1381, 1480, 1879
5, 3, 19, 7, 1, 1, 0, 0, 1, South, 4, 1, 1, 2, 3, 1, 5, 1, 17, 3, North, West, Stop, North, 5, -1, -1, 13, 14, 1, South, 1381, 1480, 1879, 1878
5, 2, 19, 7, 1, 1, 0, 0, 1, South, 4, 1, 1, 2, 4, 1, 6, 1, 17, 4, North, East, East, South, 4, -1, -1, 13, 13, 9, South, 1480, 1879, 1878, 1877
5, 1, 19, 7, 1, 0, 1, 1, 1, South, 4, 1, 1, 1, 3, 1, 5, 1, 17, 3, South, Stop, Stop, North, -1, -1, -1, 15, 13, 9, East, 1879, 1878, 1877, 1876
6, 1, 19, 7, 0, 0, 1, 1, 1, East, 4, 1, 2, 1, 4, 1, 5, 1, 17, 4, East, East, Stop, North, -1, -1, -1, 15, 13, 8, East, 1878, 1877, 1876, 1875
7, 1, 19, 7, 1, 0, 1, 1, 1, East, 4, 1, 1, 1, 4, 1, 4, 1, 17, 5, West, East, West, North, -1, -1, -1, 14, 13, 7, East, 1877, 1876, 1875, 1874
8, 1, 19, 7, 1, 0, 1, 1, 1, East, 4, 1, 1, 1, 5, 1, 3, 1, 17, 5, West, East, West, West, -1, -1, -1, 12, 13, 6, East, 1876, 1875, 1874, 1873
9, 1, 19, 7, 0, 0, 1, 1, 1, East, 4, 1, 1, 2, 6, 1, 4, 1, 16, 5, North, East, East, West, 9, -1, -1, 10, 13, 5, East, 1875, 1874, 1873, 1872
10, 1, 19, 7, 0, 0, 1, 1, 1, East, 4, 1, 1, 3, 6, 1, 5, 1, 15, 5, North, East, East, West, 11, -1, -1, 8, 13, 4, East, 1874, 1873, 1872, 1871
11, 1, 19, 7, 0, 0, 1, 1, 1, East, 4, 1, 1, 3, 7, 1, 4, 1, 14, 5, North, East, West, West, 12, -1, -1, 6, 13, 3, East, 1873, 1872, 1871, 1870
12, 1, 19, 7, 1, 0, 0, 1, 1, East, 4, 1, 1, 4, 7, 2, 5, 1, 13, 5, North, North, East, West, 14, 6, -1, 4, 13, 2, North, 1872, 1871, 1870, 1869
9, 1, 20, 13, 0, 0, 1, 1, 1, Stop, 4, 4, 8, 7, 9, 7, 10, 7, 11, 7, None, None, None, None, 7, 6, 7, 8, 114, 1, Stop, 0, -1, -2, -3
9, 1, 20, 13, 0, 0, 1, 1, 1, Stop, 4, 4, 9, 7, 9, 7, 10, 8, 11, 7, East, Stop, North, West, 6, 6, 8, 7, 114, 1, Stop, -1, -2, -3, 96
9, 1, 20, 13, 0, 0, 1, 1, 1, Stop, 4, 4, 9, 7, 9, 8, 10, 7, 10, 7, East, North, South, West, 6, 7, 7, 7, 114, 1, Stop, -2, -3, 96, 195
9, 1, 20, 13, 0, 0, 1, 1, 1, Stop, 4, 4, 9, 7, 9, 7, 10, 8, 10, 7, East, South, North, West, 6, 6, 8, 6, 114, 1, West, -3, 96, 195, 294
8, 1, 20, 13, 0, 0, 1, 1, 1, West, 4, 4, 8, 7, 9, 8, 10, 7, 9, 7, West, North, South, North, 6, 8, 8, 8, 113, 1, West, 96, 195, 294, 393
7, 1, 20, 13, 0, 0, 1, 1, 1, West, 4, 4, 9, 7, 10, 8, 10, 7, 9, 8, East, East, South, South, 8, 10, 9, 8, 112, 1, West, 195, 294, 393, 492
6, 1, 20, 13, 1, 0, 1, 0, 1, West, 4, 4, 9, 7, 9, 8, 9, 7, 9, 7, East, West, West, East, 9, 10, 9, 10, 111, 1, North, 294, 393, 492, 591
6, 2, 20, 13, 1, 1, 0, 0, 1, North, 4, 4, 9, 8, 10, 8, 9, 8, 10, 7, North, East, North, North, 9, 10, 9, 10, 110, 1, North, 393, 492, 591, 690
6, 3, 20, 13, 1, 1, 1, 1, 1, North, 4, 4, 9, 9, 9, 8, 9, 8, 10, 8, North, West, North, North, 9, 8, 8, 9, 109, 1, North, 492, 591, 690, 789
6, 4, 20, 13, 1, 1, 0, 1, 1, North, 4, 4, 9, 10, 9, 8, 9, 8, 10, 8, North, West, North, West, 9, 7, 7, 7, 108, 1, North, 591, 690, 789, 888
6, 5, 20, 13, 1, 1, 0, 1, 1, North, 4, 4, 9, 11, 9, 9, 10, 8, 9, 8, North, North, East, East, 9, 7, 7, 7, 107, 1, North, 690, 789, 888, 887
6, 6, 20, 13, 1, 1, 0, 1, 1, North, 4, 4, 8, 11, 9, 10, 10, 7, 10, 8, West, North, South, East, 7, 7, 5, 6, 106, 1, North, 789, 888, 887, 886
6, 7, 20, 13, 1, 1, 1, 1, 1, North, 4, 4, 9, 11, 10, 10, 11, 7, 10, 8, East, East, East, South, 7, 7, 5, 4, 105, 1, East, 888, 887, 886, 885
7, 7, 20, 13, 0, 0, 1, 1, 1, East, 4, 4, 9, 10, 9, 10, 10, 7, 10, 7, South, West, West, South, 5, 5, 3, 3, 105, 2, East, 887, 886, 885, 1084
8, 7, 20, 13, 0, 0, 1, 1, 1, East, 4, 4, 9, 11, 9, 9, 10, 8, 10, 7, North, South, North, East, 5, 3, 3, 3, 105, 3, East, 886, 885, 1084, 1083
9, 7, 20, 13, 1, 0, 1, 1, 1, East, 4, 4, 9, 11, 9, 9, 10, 9, 11, 7, North, South, North, East, 4, 2, 3, 2, 105, 2, East, 885, 1084, 1083, 1082
10, 7, 20, 13, 1, 0, 1, 1, 1, East, 4, 3, 8, 11, 10, 9, 10, 10, 11, 7, West, East, North, Stop, 6, 2, 3, -1, 105, 2, East, 1084, 1083, 1082, 1081
11, 7, 20, 13, 0, 0, 0, 1, 1, East, 4, 3, 9, 11, 10, 10, 10, 10, 7, 1, East, North, North, Stop, 6, 4, 4, -1, 105, 2, West, 1083, 1082, 1081, 1180
10, 7, 20, 13, 1, 0, 1, 1, 1, West, 4, 3, 10, 11, 10, 11, 9, 10, 7, 1, East, North, West, East, 4, 4, 4, -1, 105, 2, North, 1082, 1081, 1180, 1279
10, 8, 20, 13, 1, 1, 0, 1, 1, North, 4, 3, 9, 11, 11, 11, 9, 9, 8, 1, West, East, South, East, 4, 4, 2, -1, 105, 1, North, 1081, 1180, 1279, 1278
10, 9, 20, 13, 1, 1, 0, 1, 1, North, 4, 3, 8, 11, 10, 11, 9, 8, 8, 1, West, West, South, East, 4, 2, 2, -1, 104, 1, West, 1180, 1279, 1278, 1277
9, 9, 20, 13, 1, 1, 1, 0, 1, West, 4, 3, 9, 11, 11, 11, 9, 7, 9, 1, East, East, South, East, 2, 4, 2, -1, 103, 1, South, 1279, 1278, 1277, 1276
9, 8, 20, 13, 1, 1, 1, 0, 1, South, 4, 3, 9, 10, 10, 11, 8, 7, 9, 1, South, West, West, East, 2, 4, 2, -1, 103, 2, South, 1278, 1277, 1276, 1475
9, 7, 20, 13, 1, 0, 1, 1, 1, South, 4, 3, 9, 10, 11, 11, 7, 7, 9, 1, South, East, West, East, 3, 6, 2, -1, 103, 3, West, 1277, 1276, 1475, 1474
8, 7, 20, 13, 0, 0, 1, 1, 1, West, 4, 3, 9, 10, 11, 11, 7, 7, 9, 1, South, East, West, East, 4, 7, 1, -1, 103, 3, West, 1276, 1475, 1474, 1473
7, 7, 20, 13, 0, 0, 1, 1, 1, West, 4, 2, 9, 9, 10, 11, 6, 1, 10, 1, South, West, East, East, 4, 7, -1, -1, 103, 2, East, 1475, 1474, 1473, 1472
8, 7, 20, 13, 0, 0, 1, 1, 1, East, 4, 2, 9, 10, 10, 10, 7, 1, 10, 1, North, South, East, West, 4, 5, -1, -1, 103, 3, East, 1474, 1473, 1472, 1471
9, 7, 20, 13, 1, 0, 1, 1, 1, East, 4, 2, 9, 9, 10, 10, 8, 1, 9, 1, South, South, East, West, 2, 4, -1, -1, 103, 3, North, 1473, 1472, 1471, 1670
9, 2, 20, 14, 0, 0, 1, 1, 1, Stop, 4, 4, 8, 8, 9, 8, 10, 8, 11, 8, None, None, None, None, 7, 6, 7, 8, 114, 1, Stop, 0, -1, -2, 97
9, 2, 20, 14, 0, 0, 1, 1, 1, Stop, 4, 4, 7, 8, 8, 8, 10, 9, 11, 8, West, West, North, West, 8, 7, 8, 7, 114, 1, Stop, -1, -2, 97, 196
9, 2, 20, 14, 0, 0, 1, 1, 1, Stop, 4, 4, 7, 8, 8, 8, 9, 9, 10, 8, West, West, West, West, 8, 7, 7, 6, 114, 1, West, -2, 97, 196, 295
8, 2, 20, 14, 0, 0, 1, 1, 1, West, 4, 4, 7, 8, 8, 8, 9, 9, 9, 8, West, West, West, West, 7, 6, 8, 6, 113, 1, West, 97, 196, 295, 394
7, 2, 20, 14, 0, 0, 1, 1, 1, West, 4, 4, 7, 8, 7, 8, 9, 9, 8, 8, West, West, West, West, 6, 6, 9, 7, 112, 1, West, 196, 295, 394, 493
6, 2, 20, 14, 1, 0, 1, 0, 1, West, 4, 4, 7, 8, 6, 8, 9, 8, 8, 8, West, West, South, East, 7, 6, 9, 9, 111, 1, North, 295, 394, 493, 592
6, 3, 20, 14, 1, 1, 0, 0, 1, North, 4, 4, 6, 8, 6, 9, 8, 8, 9, 8, West, North, West, North, 5, 6, 7, 9, 110, 1, North, 394, 493, 592, 691
6, 4, 20, 14, 1, 1, 1, 1, 1, North, 4, 4, 5, 8, 6, 9, 9, 8, 9, 9, West, North, East, East, 5, 5, 7, 9, 109, 1, North, 493, 592, 691, 790
6, 5, 20, 14, 1, 1, 0, 1, 1, North, 4, 4, 4, 8, 6, 9, 8, 8, 10, 9, West, North, West, East, 5, 4, 5, 8, 108, 1, North, 592, 691, 790, 889
6, 6, 20, 14, 1, 1, 0, 1, 1, North, 4, 4, 3, 8, 6, 10, 8, 8, 10, 9, West, North, West, North, 5, 4, 4, 8, 107, 1, North, 691, 790, 889, 1188
6, 7, 20, 14, 1, 1, 0, 1, 1, North, 4, 4, 4, 8, 5, 10, 9, 8, 10, 10, East, West, East, North, 3, 4, 4, 8, 106, 1, West, 790, 889, 1188, 1287
5, 7, 20, 14, 1, 1, 1, 1, 1, West, 4, 4, 5, 8, 6, 10, 8, 8, 10, 11, East, East, West, South, 1, 4, 4, 8, 105, 1, North, 889, 1188, 1287, 1586
5, 8, 20, 14, 0, 1, 1, 1, 1, North, 4, 3, 1, 0, 6, 9, 9, 8, 10, 10, South, South, East, West, 12, 2, 4, 6, 104, 1, East, 1188, 1287, 1586, 1785
6, 8, 20, 14, 1, 1, 1, 1, 1, East, 4, 3, 1, 0, 6, 9, 8, 8, 9, 10, South, South, West, North, 13, 1, 2, 6, 103, 1, North, 1287, 1586, 1785, 1784
6, 9, 20, 14, 1, 1, 0, 0, 1, North, 4, 2, 1, 0, 3, 2, 7, 8, 9, 11, South, North, West, East, 14, 10, 2, 6, 102, 1, South, 1586, 1785, 1784, 1783
6, 8, 20, 14, 1, 1, 1, 1, 1, South, 4, 1, 1, 0, 2, 2, 5, 1, 10, 11, South, West, Stop, South, 13, 10, -1, 6, 102, 2, East, 1785, 1784, 1783, 1782
7, 8, 20, 14, 0, 0, 1, 1, 1, East, 4, 1, 1, 0, 2, 2, 5, 0, 10, 10, South, West, South, North, 14, 11, 10, 6, 102, 2, East, 1784, 1783, 1782, 1781
9, 3, 20, 15, 0, 0, 1, 1, 1, Stop, 4, 4, 8, 9, 9, 9, 10, 9, 11, 9, None, None, None, None, 7, 6, 7, 8, 114, 1, Stop, 0, -1, -2, 97
9, 3, 20, 15, 0, 0, 1, 1, 1, Stop, 4, 4, 8, 9, 9, 10, 9, 9, 11, 9, Stop, North, West, West, 7, 7, 6, 7, 114, 1, Stop, -1, -2, 97, 196
9, 3, 20, 15, 0, 0, 1, 1, 1, Stop, 4, 4, 7, 9, 9, 10, 9, 9, 10, 9, West, North, West, North, 8, 7, 6, 8, 114, 1, East, -2, 97, 196, 295
10, 3, 20, 15, 0, 0, 1, 1, 1, East, 4, 4, 8, 9, 10, 10, 8, 9, 10, 10, East, East, West, North, 8, 7, 8, 7, 113, 1, East, 97, 196, 295, 394
11, 3, 20, 15, 0, 0, 1, 1, 1, East, 4, 4, 7, 9, 10, 11, 8, 9, 10, 10, West, North, West, North, 10, 9, 9, 9, 112, 1, East, 196, 295, 394, 493
12, 3, 20, 15, 0, 0, 1, 1, 1, East, 4, 4, 8, 9, 10, 10, 7, 9, 10, 11, East, South, West, West, 10, 9, 11, 11, 111, 1, East, 295, 394, 493, 592
